번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수,Unnamed: 47
872,산후조리업,01_01_04_P,5310000,PHMB120155310029042100001,2015-02-26,,1,영업/정상,13,영업중,,,,,760-8093,,,,"경상남도 진주시 진주대로 957, 5,6,7,8층 (강남동)",52709,미래여성산후조리원,2024-02-15 17:34:56,U,2024-02-17 02:40:00,,298980.531017205,187894.694987769,30,30,659.2,63.03,20.0,138.2,14.3,8.9,97.9,0.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,
873,산후조리업,01_01_04_P,5380000,PHMB120145380021042100001,2014-06-20,,1,영업/정상,13,영업중,,,,,055-365-0202,,626-050,경상남도 양산시 중부동 687번지 1호,"경상남도 양산시 양산역6길 9, BYC빌딩동 (중부동)",50629,미즈모아 산후조리원,2023-10-27 13:47:51,U,2023-10-29 02:40:00,,384225.370861394,206124.67795971,16,17,390.04,29.0,11.47,0.0,5.16,5.4,23.1,10.7,2.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,
874,산후조리업,01_01_04_P,5380000,PHMB120165380021042100001,2016-03-17,,1,영업/정상,13,영업중,,,,,055-912-0700,,,,경상남도 양산시 물금읍 야리로 127,50653,에델산후조리원,2017-06-29 11:40:57,I,2018-08-31 23:59:59,,382696.055291649,203183.86753971,33,33,677.8,56.4,21.9,44.8,,,,,2.0,5.0,,,,1.0,2.0,2.0,0.0,
875,산후조리업,01_01_04_P,5350000,PHMB120095350029042100001,2009-11-09,,1,영업/정상,13,영업중,,,,,321-0114,,621-903,경상남도 김해시 내동 1123-4번지,경상남도 김해시 내외중앙로 91 (내동),50948,우리산후조리원,2021-08-05 15:34:53,U,2021-08-07 02:40:00,,369878.949800245,194806.851920252,25,25,464.45,48.39,13.42,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
876,산후조리업,01_01_04_P,5350000,PHMB120155350029042100001,2015-07-14,,1,영업/정상,13,영업중,,,,,,,,경상남도 김해시 내동 1124번지 4호,경상남도 김해시 경원로55번길 12 (내동),50948,맘스드림산후조리원,2025-02-11 09:23:15,U,2025-02-13 02:40:00,,369840.19550908,194811.836929593,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,2.0,1.0,3.0,10.0,5.0,0.0,
877,산후조리업,01_01_04_P,5350000,PHMB120145350029042100001,2014-02-26,,1,영업/정상,13,영업중,,,,,055-323-2701,,621-280,경상남도 김해시 대청동 62번지 2호,"경상남도 김해시 번화1로80번길 5, 9~10층 (대청동)",50989,더원산후조리원,2015-09-03 10:51:41,I,2018-08-31 23:59:59,,363866.259736011,189871.094043698,21,12,431.0,32.2,16.9,67.1,9.7,,,15.2,3.0,3.0,,2.0,2.0,,9.0,9.0,,
878,산후조리업,01_01_04_P,5350000,PHMB120135350029042100001,2013-06-03,,1,영업/정상,13,영업중,,,,,311-0202,,621-831,경상남도 김해시 장유면 대청리 298번지 6호,경상남도 김해시 계동로 203 (대청동),51004,오즈산후조리원,2020-08-05 14:03:50,U,2020-08-07 02:40:00,,363910.575566302,189376.358667162,26,26,345.19,51.45,16.9,49.54,9.78,91.95,91.95,16.2,4.0,10.0,,2.0,2.0,,0.0,,,
879,산후조리업,01_01_04_P,4010000,PHMB120144010027042100001,2014-11-13,,1,영업/정상,13,영업중,,2023-11-07,2023-12-06,,031-316-8800,,429-834,경기도 시흥시 월곶동 1014번지 5호,경기도 시흥시 월곶해안로 171 (월곶동),14963,라임산후조리원,2023-11-21 17:20:27,U,2023-11-23 02:40:00,,176798.239455916,431829.63291422,20,20,374.7,55.8,9.3,65.8,11.9,2.9,0.0,12.8,3.0,8.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,
880,산후조리업,01_01_04_P,4090000,PHMB120164090023042100001,2016-08-26,,1,영업/정상,13,영업중,,,,,031-991-9933,,10073,,"경기도 김포시 김포한강1로 247, 703호 (운양동, 김포운양헤리움타운)",10073,(주)결한방산후조리원 김포점,2016-08-26 13:34:29,I,2018-08-31 23:59:59,,172121.466205295,461367.193156254,19,21,350.0,54.0,24.0,92.0,20.0,25.0,67.0,18.0,2.0,3.0,,1.0,1.0,,9.0,7.0,2.0,
881,산후조리업,01_01_04_P,4090000,PHMB120184090023042100001,2018-03-23,,1,영업/정상,13,영업중,,,,,031-992-6622,,415-912,경기도 김포시 구래동 6884번지 7호,"경기도 김포시 김포한강8로 396, 7층 (구래동)",415-912,조은미래산후조리원,2018-04-04 18:29:52,I,2018-08-31 23:59:59,,166843.748478149,460167.049487718,18,18,20.0,64.7,11.6,105.03,13.5,,4.0,11.7,3.0,5.0,0.0,1.0,1.0,0.0,0.0,,,
882,산후조리업,01_01_04_P,5690000,PHMB120175690045042100001,2017-12-12,,1,영업/정상,13,영업중,,,,,044-905-1004,,,세종특별자치시 어진동 671번지 에비뉴힐,"세종특별자치시 갈매로 351, 에비뉴힐비 3층 3104-1, 3105~3107, 3114~3124호 (어진동)",30121,드이자르 산후조리원,2018-01-25 09:45:58,I,2018-08-31 23:59:59,,223417.584938854,332712.111006419,26,26,676.53,72.33,37.13,55.36,15.3,,94.89,14.89,3.0,10.0,,1.0,1.0,3.0,7.0,3.0,4.0,
883,산후조리업,01_01_04_P,5690000,PHMB120135690045042100001,2013-11-28,,1,영업/정상,13,영업중,,,,,044-716-1004,,339-003,세종특별자치시 나성동 565번지 5호,"세종특별자치시 한누리대로 165, 세종메디피아 8층 (나성동)",30130,르보아산후조리원,2022-12-22 14:57:15,U,2023-05-26 08:48:36,,223410.696850312,331025.042397385,18,18,21.75,60.71,20.61,63.87,14.36,4.69,4.69,9.69,3.0,6.0,1.0,2.0,2.0,0.0,8.0,8.0,0.0,
884,산후조리업,01_01_04_P,5690000,PHMB120185690045042100002,2018-07-19,,1,영업/정상,13,영업중,,2023-12-04,2024-02-01,,044-866-3582,,,세종특별자치시 대평동 147번지 1호 세종메디컬센터,"세종특별자치시 한누리대로 2265, 세종메디컬센터 5~6층층 일부호 (대평동)",30153,메종플로라산후조리원,2025-01-24 09:18:19,U,2025-01-26 02:40:00,,224772.384979615,330159.250004194,25,25,526.55,72.53,13.36,132.47,58.1,0.0,0.0,0.0,2.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,
885,산후조리업,01_01_04_P,5110000,PHMB120235110034042100001,2023-12-28,,1,영업/정상,13,영업중,,,,,054-535-0035,,,경상북도 상주시 연원동 855-271,"경상북도 상주시 천봉서로 124, 상주시공공산후조리원 (연원동)",37162,상주시공공산후조리원,2024-07-07 08:48:16,U,2024-07-09 02:40:00,,301890.60019839,325268.449712907,13,10,367.24,62.04,23.86,115.03,28.21,58.76,63.32,61.84,6.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,
886,산후조리업,01_01_04_P,3740000,PHMB120083740033042100001,2008-02-11,,1,영업/정상,13,영업중,,,,,031-235-7337,,442-832,경기도 수원시 팔달구 인계동 959번지 1호,경기도 수원시 팔달구 경수대로 527 (인계동),16481,쉬즈메디산후조리원,2016-12-29 15:53:12,I,2020-08-05 00:23:26,,202463.677619329,419016.583801691,44,47,867.52,105.23,19.75,107.74,31.72,31.03,98.57,26.79,8.0,15.0,1.0,4.0,4.0,,7.0,6.0,1.0,
887,산후조리업,01_01_04_P,3740000,PHMB120113740033042100001,2011-11-24,,1,영업/정상,13,영업중,,,,,031-253-3011,,442-870,경기도 수원시 팔달구 화서2동 644번지 3호,경기도 수원시 팔달구 덕영대로 691-12 (화서동),16435,수원제일산후조리원,2014-07-11 19:36:03,I,2020-08-05 00:23:26,,199105.785907311,420349.014309799,9,9,98.82,17.13,4.77,,,21.6,21.6,,2.0,4.0,,1.0,1.0,,5.0,5.0,,
888,산후조리업,01_01_04_P,4810000,PHMB120184810029042100001,2018-10-29,,1,영업/정상,13,영업중,,,,,061-655-2323,,,전라남도 여수시 웅천동 1728번지 5호,"전라남도 여수시 신월로 114, 예울병원 (웅천동)",59692,예울 산후조리원,2019-12-23 13:27:10,U,2019-12-25 02:40:00,,262221.608558053,139045.728579048,12,12,247.98,49.3,,,,1.9,55.2,8.36,2.0,5.0,,,,,,,,
889,산후조리업,01_01_04_P,5680000,PHMB120255680060042100001,2025-02-27,,1,영업/정상,13,영업중,,,,,041-358-0111,,,충청남도 당진시 수청동 1055,"충청남도 당진시 남부로 276, 명성빌딩 3~5층 (수청동)",31778,노블레스산후조리원,2025-02-27 10:09:58,I,2025-03-01 00:10:37,,168468.279648807,376120.98476522,6,6,136.37,34.44,11.7,19.08,4.65,4.9,37.6,14.8,2.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,
890,산후조리업,01_01_04_P,3520000,PHMB120253520019042100001,2025-02-18,,1,영업/정상,13,영업중,,,,,0507-1441-0124,,,인천광역시 연수구 송도동 10-94,"인천광역시 연수구 하모니로188번길 8, 6-7층 (송도동)",22011,퀸즈그로브 산후조리원,2025-02-18 12:14:22,I,2025-02-20 00:10:42,,168107.245750166,431128.814368669,27,27,796.97,76.82,0.0,132.0,33.0,33.0,0.0,33.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,
891,산후조리업,01_01_04_P,5080000,PHMB120255080035042100001,2025-02-17,,1,영업/정상,13,영업중,,,,,,,,경상북도 구미시 진평동 1030,경상북도 구미시 삼일로 16 (진평동),39397,산후조리원효문재,2025-02-24 11:13:27,I,2025-02-27 00:10:36,,327602.786724847,290476.139994252,13,13,26.8,43.47,18.6,46.5,45.6,4.5,10.0,15.2,2.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,
892,산후조리업,01_01_04_P,3210000,PHMB120223210034042100001,2022-07-01,,1,영업/정상,13,영업중,,,,,02-592-0020,,,서울특별시 서초구 방배동 783-24 왕실빌딩,"서울특별시 서초구 동작대로 172, 왕실빌딩 3층 50호 (방배동)",06559,sk산후조리원,2022-07-20 14:46:32,I,2022-07-22 00:22:29,,198448.680593311,443312.729013243,14,14,349.0,37.0,4.5,19.0,11.3,4.5,4.0,13.8,4.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,
893,산후조리업,01_01_04_P,6510000,PHMB120226510096042100001,2022-08-12,,1,영업/정상,13,영업중,,,,,0647488855,,,제주특별자치도 제주시 연동 1409,"제주특별자치도 제주시 과원로 70, 2~3층 (연동)",63142,로열프린세스산후조리원,2024-04-23 15:39:33,U,2024-04-25 02:40:00,,152618.539150477,-2193.37773510809,42,42,747.64,111.41,65.1,51.2,36.8,57.6,105.6,38.1,4.0,15.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,
894,산후조리업,01_01_04_P,3830000,PHMB120223830263042100001,2022-08-01,,1,영업/정상,13,영업중,,,,,031-360-3980,,,경기도 안양시 동안구 호계동 972-9 양우 내안애 팰리스,"경기도 안양시 동안구 흥안대로94번길 68, 3층 (호계동, 양우 내안애 팰리스)",14120,제이에스 산후조리원,2022-08-30 10:52:16,U,2022-09-01 02:40:00,,196123.410351332,429385.53775658,25,30,665.8,111.5,0.0,87.6,33.2,29.5,151.1,0.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,
895,산후조리업,01_01_04_P,5530000,PHMB120235530506042100001,2023-12-07,,1,영업/정상,13,영업중,,,,,031-548-1809,,,경기도 화성시 영천동 865-1,"경기도 화성시 동탄영천로 118, 행복프라자 2층~5층 (영천동)",18463,동탄제일제이에스 산후조리원,2024-04-12 16:25:18,U,2024-04-14 02:40:00,,209105.677010318,412379.407646166,19,19,897.3,124.8,0.0,38.6,17.7,6.8,14.4,7.9,3.0,3.0,0.0,1.0,2.0,0.0,4.0,4.0,1.0,
896,산후조리업,01_01_04_P,3860000,PHMB120123860272042100001,2012-11-05,,1,영업/정상,13,영업중,,,,,032-324-3393,,420-849,"경기도 부천시 원미구 중동 1056-3번지 동현빌딩 5,6층",경기도 부천시 원미구 길주로 251 (중동),14539,주식회사 더홈 산후조리원,2015-01-23 14:30:08,I,2024-01-02 00:16:32,,179642.649826485,444699.219834258,18,18,406.1,50.2,5.4,88.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,1.0,1.0,5.0,5.0,0.0,
897,산후조리업,01_01_04_P,3860000,PHMB120193860384042100001,2019-10-28,,1,영업/정상,13,영업중,,,,,0323242100,,,,"경기도 부천시 원미구 길주로 307, 로얄프라자 701호 (중동)",14534,주식회사로엔산후조리원,2024-08-12 10:59:47,U,2024-08-14 02:40:00,,180191.150474365,444610.960538129,18,20,328.6,41.5,8.7,42.3,5.7,0.0,4.2,8.9,2.0,3.0,0.0,1.0,0.0,0.0,9.0,7.0,2.0,
898,산후조리업,01_01_04_P,3860000,PHMB120063860246042100001,2005-09-16,,1,영업/정상,13,영업중,,,,,032-230-7200,,,경기도 부천시 원미구 상동 544번지 2호 서울여성병원,"경기도 부천시 원미구 길주로 84, 서울여성병원 9,10층 (상동)",14544,(주)서울여성 산후조리원,2020-05-07 11:05:50,I,2024-01-02 00:16:32,,177965.74893568,444810.505135876,42,42,1462.0,127.0,57.0,0.0,47.0,0.0,9.0,24.0,6.0,17.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,
899,산후조리업,01_01_04_P,3860000,PHMB120063860246042100002,2006-03-17,,1,영업/정상,13,영업중,,,,,,,420-020,경기도 부천시 중동 1123-4번지,경기도 부천시 원미구 부흥로307번길 23 (중동),,삼성미래 산후조리원,2014-09-30 17:14:22,I,2024-01-02 00:16:32,,180162.176197078,443722.116843766,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
900,산후조리업,01_01_04_P,3860000,PHMB120023860246042100001,2006-12-08,,1,영업/정상,13,영업중,,,,,,,420-020,경기도 부천시 중동 1151-6번지,경기도 부천시 원미구 중동로248번길 19 (중동),14548,주식회사 초앤유 산후조리원,2012-10-26 10:39:12,I,2024-01-02 00:16:32,,179572.165142814,444434.014945418,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
901,산후조리업,01_01_04_P,3120000,PHMB120233120033042100001,2023-12-01,,1,영업/정상,13,영업중,,,,,02-3621-1050,,,서울특별시 서대문구 북가좌동 337-2 서대문 공공산후조리원,"서울특별시 서대문구 증가로30길 45, 서대문 공공산후조리원 (북가좌동)",03676,서대문구 공공산후조리원 품애가득,2025-03-10 16:26:00,U,2025-03-12 02:40:00,,192337.460283864,453631.610050758,12,12,226.38,60.69,10.76,35.89,9.39,25.84,28.95,17.99,8.0,9.0,0.0,3.0,0.0,7.0,3.0,3.0,1.0,
902,산후조리업,01_01_04_P,3620000,PHMB120143620020042100001,2014-04-28,,1,영업/정상,13,영업중,,,,,062-602-9200,,500-200,광주광역시 북구 양산동 246번지 16호 5.6.7층,"광주광역시 북구 하서로 395, 5.6.7층 (양산동, 빛고을여성병원)",61074,(주)빛고을산후조리원,2021-07-14 17:06:27,U,2021-07-16 02:40:00,,188418.689799441,190137.452144316,53,53,1551.77,151.96,65.04,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,0.0,0.0,1.0,0.0,7.0,2.0,
903,산후조리업,01_01_04_P,4050000,PHMB120134050149042100001,2013-07-02,,1,영업/정상,13,영업중,,,,,031-263-8855,,448-140,경기도 용인시 수지구 성복동 598번지 8호,경기도 용인시 수지구 성복2로 348 (성복동),16804,디엘린산후조리원,2015-06-29 16:07:30,I,2018-08-31 23:59:59,,204438.987831272,424213.857181094,19,19,602.8,48.9,78.5,44.12,22.14,,33.7,33.2,3.0,1.0,,2.0,1.0,1.0,4.0,3.0,1.0,
904,산후조리업,01_01_04_P,5710000,PHMB120064360079042100003,2006-12-14,,1,영업/정상,13,영업중,,,,,043-237-2201,,,충청북도 청주시 흥덕구 가경동 1556번지 5~6층,"충청북도 청주시 흥덕구 가경로 16-2, 5~6층 (가경동)",28409,청주미즈맘산후조리원,2020-12-30 11:44:40,U,2021-01-01 02:40:00,,239638.614172919,346321.148024473,20,20,20.0,40.0,4.4,36.0,7.62,2.56,2.56,15.0,4.0,10.0,1.0,4.0,,4.0,11.0,2.0,,
905,산후조리업,01_01_04_P,5710000,PHMB120094410018042100002,2009-09-11,,1,영업/정상,13,영업중,,,,,043-241-3030,,,충청북도 청주시 청원구 오창읍 양청리 819번지 4호 오창프라자,"충청북도 청주시 청원구 오창읍 중심상업로 17, 오창프라자 7층",28120,미즈산후조리원,2021-05-25 11:29:01,U,2021-05-27 02:40:00,,238281.858678418,356880.554578125,8,8,95.1,22.3,10.6,21.3,11.0,,20.0,7.26,2.0,9.0,,1.0,1.0,,7.0,7.0,,
906,산후조리업,01_01_04_P,5710000,PHMB120134360069042100001,2013-06-05,,1,영업/정상,13,영업중,,,,,043-291-3582,,360-101,충청북도 청주시 상당구 용암1동 2658번지,충청북도 청주시 상당구 용암북로160번길 34-7 (용암동),28762,삼성산후조리원원,2014-07-14 18:01:18,I,2018-08-31 23:59:59,,246039.127505004,346779.919012132,28,28,553.0,56.0,15.0,42.0,4.75,,103.0,15.33,4.0,12.0,,3.0,3.0,1.0,2.0,2.0,,
907,산후조리업,01_01_04_P,5710000,PHMB120084360069042100002,2008-03-13,,1,영업/정상,13,영업중,,,,,043-284-3535,,,충청북도 청주시 청원구 주중동 1063번지,"충청북도 청주시 청원구 충청대로 179 (주중동, 청주다나여성병원)",28325,다나산후조리원,2023-12-27 09:35:33,U,2023-12-29 02:40:00,,244247.642761264,352429.600773865,33,33,696.34,81.47,21.9,0.0,27.36,0.0,1.97,17.84,3.0,17.0,0.0,0.0,2.0,2.0,9.0,89.0,0.0,
908,산후조리업,01_01_04_P,5710000,PHMB120144360079042100001,2014-03-31,,1,영업/정상,13,영업중,,2016-01-20,2016-01-29,,234-6201,,,"충청북도 청주시 서원구 신화로 50 (성화동, 4-5층)","충청북도 청주시 서원구 신화로 50 (성화동, 4-5층)",28637,하안유산후조리원,2018-01-30 17:40:07,I,2018-08-31 23:59:59,,240674.045323244,346536.628654431,38,38,17.1,60.0,,47.1,10.3,3.4,3.4,9.6,4.0,18.0,1.0,3.0,3.0,1.0,6.0,4.0,2.0,
909,산후조리업,01_01_04_P,3780000,PHMB120063780062042100001,2006-12-08,,1,영업/정상,13,영업중,,,,,723-7266,,,,경기도 성남시 수정구 수정로73번길 16-27 (태평동),13311,곽생로여성병원부설산후조리원,2019-12-28 12:52:42,U,2019-12-31 02:40:00,,211353.0441969,437621.751131234,55,55,1266.73,106.14,35.24,132.0,6.4,,,,8.0,28.0,1.0,5.0,2.0,1.0,8.0,7.0,1.0,
910,산후조리업,01_01_04_P,3780000,PHMB120073780064042100001,2007-01-23,,1,영업/정상,13,영업중,,2023-10-15,2023-10-29,,780-2999,,463-070,"경기도 성남시 분당구 야탑동 351-1,2",경기도 성남시 분당구 야탑로65번길 16 (야탑동),13497,분당차병원 산후조리원,2023-10-30 10:18:03,U,2023-11-01 02:40:00,,211116.008365446,434347.59825588,24,27,448.63,46.6,11.74,0.0,11.3,0.0,19.5,5.9,11.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,
911,산후조리업,01_01_04_P,3930000,PHMB120073930162042100002,2007-12-21,,1,영업/정상,13,영업중,,,,,,,426-809,경기도 안산시 상록구 본오2동 871번지 15호 (2층),경기도 안산시 상록구 샘골로 112 (본오동),15541,미즈피아산후조리원,2020-04-02 11:19:36,U,2020-04-04 02:40:00,,187803.007189282,421318.891429223,10,10,17.2,25.0,10.0,,,,6.0,18.0,2.0,8.0,,,2.0,,,2.0,,
912,산후조리업,01_01_04_P,3930000,PHMB120133930154042100001,2013-10-07,,1,영업/정상,13,영업중,,,,,031-485-5544,,425-906,경기도 안산시 단원구 고잔동 775번지 2호 광장타워 601호,"경기도 안산시 단원구 광덕1로 195, 6층 601호 (고잔동, 광장타워)",15477,라움산후조리원,2023-01-18 16:22:22,U,2023-01-20 02:40:00,,185003.009118786,422921.624541461,18,18,317.24,35.0,11.0,26.0,7.0,77.76,3.0,7.0,5.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
913,산후조리업,01_01_04_P,3780000,PHMB120113780064042100001,2011-04-22,,1,영업/정상,13,영업중,,,,,031-706-9988,,,경기도 성남시 분당구 율동 134번지 1호 율동갤러리,"경기도 성남시 분당구 새마을로 231, 율동갤러리 (율동)",13574,산후조리원 라크렘,2021-09-24 17:00:39,U,2021-09-26 02:40:00,,213606.933262998,431707.525175233,19,21,408.02,57.72,10.6,53.24,23.91,0.0,22.3,8.85,10.0,0.0,0.0,3.0,3.0,5.0,6.0,5.0,1.0,
914,산후조리업,01_01_04_P,3980000,PHMB120083980021042100001,2008-01-16,,1,영업/정상,13,영업중,,,,,564-3535,,471-020,경기도 구리시 교문동 282번지 1호 중앙하이츠  B동 401호,"경기도 구리시 아차산로 499, B동 401호 (교문동,중앙하이츠)",,마더러브 산후조리원,2021-03-29 13:27:30,U,2021-03-31 02:40:00,,211414.956244171,455271.701278475,9,9,18.0,36.0,18.0,10.0,20.0,,,13.7,2.0,5.0,,2.0,1.0,2.0,0.0,,,
915,산후조리업,01_01_04_P,3780000,PHMB120063780064042100002,2006-10-17,,1,영업/정상,13,영업중,,,,,031-701-3535,,,경기도 성남시 분당구 서현동 93번지 현대카스올림픽 골프파크 307-309,"경기도 성남시 분당구 중앙공원로40번길 4, 307-309호 (서현동, 현대카스올림픽골프파크)",13589,(주)디아망산후조리원 분당서현점,2020-04-03 20:11:08,U,2020-04-05 02:40:00,,211395.01714217,430925.74605428,17,17,252.65,27.68,,35.15,12.01,,44.65,6.27,4.0,4.0,,3.0,1.0,,,,,
916,산후조리업,01_01_04_P,3780000,PHMB120033780064042100001,2003-03-26,,1,영업/정상,13,영업중,,,,,031-703-5550,,463-070,경기도 성남시 분당구 야탑동 537-6 삼부빌딩 201-2호,경기도 성남시 분당구 야탑로 32 (야탑동),13522,엄마손 산후조리원,2015-01-26 11:33:36,I,2018-08-31 23:59:59,,210785.644240149,434078.469021425,13,13,6.5,30.0,11.9,18.2,7.4,7.4,7.4,,,,,,,,,,,
917,산후조리업,01_01_04_P,3780000,PHMB120123780064042100003,2012-12-24,,1,영업/정상,13,영업중,,,,,031-717-7787,,463-867,경기도 성남시 분당구 정자동 174번지  분당 더샾 스타파크 상가동 지상 2층,"경기도 성남시 분당구 정자일로 121 (정자동, 분당더샾스타파크 상가동 지상2층)",13560,디에르산후조리원,2023-01-13 15:33:18,U,2023-05-26 08:48:36,,209246.187569379,428774.799450215,20,20,420.0,48.0,12.0,120.0,60.0,0.0,7.5,13.0,4.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,
918,산후조리업,01_01_04_P,3990000,PHMB120113990029042100001,2011-03-29,,1,영업/정상,13,영업중,,,,,,,472-140,경기도 남양주시 평내동 579번지 2호 403호~408호,"경기도 남양주시 경춘로1256번길 9 (평내동,403호~408호)",,조은산후조리원,2023-01-05 22:43:10,U,2023-01-07 02:40:00,,220704.248865261,460440.764161136,20,20,255.12,48.26,10.16,84.31,2.37,0.0,50.4,53.93,3.0,8.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,
919,산후조리업,01_01_04_P,3780000,PHMB120063780064042100008,2006-07-01,,1,영업/정상,13,영업중,,,,,031-781-3631,,,,경기도 성남시 분당구 서현로180번길 29 (서현동),13590,분당제일 산후조리원,2016-04-29 18:23:25,I,2018-08-31 23:59:59,,210698.19578628,431645.780608637,19,19,369.56,40.09,7.93,0.0,13.95,,2.7,7.66,8.0,6.0,,0.0,3.0,5.0,6.0,5.0,1.0,
920,산후조리업,01_01_04_P,3780000,PHMB120133780063042100001,2013-01-08,,1,영업/정상,13,영업중,,,,,,,,"경기도 성남시 중원구 은행동 1932-6 현대아파트상가 301, 304, 305, 401호","경기도 성남시 중원구 자혜로17번길 16, 3, 4층 301, 304, 305, 401 호 (은행동, 현대아파트)",13162,맘스파크산후조리원,2023-01-13 17:52:09,U,2023-01-15 02:40:00,,214392.541407974,438875.85178913,21,21,568.36,68.8,11.0,73.5,11.7,84.0,7.6,15.2,3.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,
921,산후조리업,01_01_04_P,3780000,PHMB120123780064042100002,2012-07-12,,1,영업/정상,13,영업중,,2021-05-08,2021-12-31,,031-702-0077,,,경기도 성남시 분당구 운중동 944 마크시티그린,"경기도 성남시 분당구 운중로 128, 마크시티그린 8,9층 (운중동)",13466,(주)마벨르산후조리원 판교점,2024-10-17 13:00:36,U,2024-10-19 02:40:00,,206780.406233323,432139.180373647,16,16,23.53,90.95,12.49,11.59,8.5,4.68,0.0,9.8,4.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,
922,산후조리업,01_01_04_P,3780000,PHMB120163780062042100001,2016-06-29,,1,영업/정상,13,영업중,,,,,031-756-0006,,,경기도 성남시 수정구 창곡동 546번지 2호,경기도 성남시 수정구 위례광장로 41 (창곡동),13647,위례포르투나산후조리원,2025-03-27 15:42:10,U,2025-03-29 02:40:00,,212326.691088503,440662.989416699,16,16,391.63,36.93,0.0,20.36,10.3,0.0,2.75,4.21,3.0,3.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,
923,산후조리업,01_01_04_P,3980000,PHMB120073980021042100001,2007-03-25,,1,영업/정상,13,영업중,,2024-12-05,2024-12-16,,031-567-0012,,471-030,경기도 구리시 수택동 424번지 14호 현주아이프랜드 상가 6층,"경기도 구리시 검배로 36 (수택동,현주아이프랜드 상가 6층)",,베베산후조리원,2024-12-17 16:17:06,U,2024-12-19 02:40:00,,212557.779659029,455098.579017361,16,16,133.26,27.3,0.0,35.66,7.44,0.0,35.64,4.84,4.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,
924,산후조리업,01_01_04_P,3780000,PHMB120063780062042100002,2006-12-08,,1,영업/정상,13,영업중,,,,,721-5700,,461-822,경기도 성남시 수정구 태평동 3406번지,경기도 성남시 수정구 수정로171번길 7-1 (태평동),13292,(주)오르빛산후조리원,2023-07-28 13:22:23,U,2023-07-30 02:40:00,,212176.739216007,437948.212548772,14,14,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,
925,산후조리업,01_01_04_P,3780000,PHMB120153780064042100001,2015-01-09,,1,영업/정상,13,영업중,,,,,031-8016-1173,,,,"경기도 성남시 분당구 판교역로192번길 14-2, 골드타워 7층 (삼평동)",13524,리움 산후조리원,2023-12-26 17:48:41,U,2023-12-28 02:40:00,,209850.973669442,432829.672486706,28,28,749.8,74.8,0.0,23.5,18.7,0.0,58.3,17.8,5.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,
