암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y),장비코드명,장비대수
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,삼성미래여성병원,21,병원,110000,서울,110005,구로구,오류동,8342,"서울특별시 구로구 서해안로 2296, 삼성미래여성병원 (오류동)",02-2682-2100,http://samsungmirae.co.kr,2012-07-09,12,0,0,0,12,0,0,0,0,0,0,0,0,0,126.8404114,37.4912147,인큐베이터,2
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz,삼성미즈병원,21,병원,340000,충남,340500,아산시,배방읍,31470,"충청남도 아산시 배방읍 희망로46번길 16, 지하1~4층, 지상2~6층,10층",1600-8383,,2021-08-06,14,0,0,0,14,0,0,0,0,0,0,0,0,0,127.104614,36.7881409,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,삼성서울병원,1,상급종합,110000,서울,110001,강남구,일원동,6351,"서울특별시 강남구 일원로 81, (일원동, 삼성의료원)",02-3410-2114,http://www.samsunghospital.com,1994-06-13,918,19,25,58,798,0,0,4,14,0,0,0,0,0,127.0851508,37.4882977,인큐베이터,47
JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,삼육부산병원,11,종합병원,210000,부산,210006,부산서구,서대신동2가,49230,"부산광역시 서구 대티로 170, (서대신동2가)",242-9751,http://www.bah.kr,1974-03-07,55,1,2,4,45,3,0,0,0,0,0,0,0,0,129.0110653,35.1127676,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,삼육서울병원,11,종합병원,110000,서울,110007,동대문구,휘경동,2500,"서울특별시 동대문구 망우로 82, (휘경동)",02-2244-0191,http://www.symcs.co.kr,1966-01-07,99,3,2,6,87,1,0,0,0,0,0,0,0,0,127.0653066,37.5879909,인큐베이터,4
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,상주적십자병원,11,종합병원,370000,경북,370900,상주시,남성동,37199,"경상북도 상주시 상서문로 53,  (남성동)",054-534-3501,http://sjrch.bz.co.kr,1994-01-11,19,1,0,0,18,0,0,0,0,0,0,0,0,0,128.1555556,36.4146221,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,새봄산부인과의원,31,의원,370000,경북,370200,구미시,원평동,39230,"경상북도 구미시 송원서로 94, (원평동)",054-457-2300,www.kumisaebom.com/,2005-06-28,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.3446184,36.125647,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,새봄여성병원,21,병원,220000,인천,220003,인천부평구,산곡동,21362,"인천광역시 부평구 마장로 316, (산곡동)",032-521-7200,http://www.saebom.co.kr/,1999-12-13,9,0,0,0,9,0,0,0,0,0,0,0,0,0,126.7036933,37.5062303,인큐베이터,2
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDYjJDgz,서남대학교병원,11,종합병원,240000,광주,240001,광주동구,불로동,61488,"광주광역시 동구 천변우로 415,  (불로동)",062-224-0671,,1983-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.9150205,35.1447273,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQyNjE0ODEjNTEjJDEjJDYjJDgz,서산부인과의원,31,의원,410000,세종시,410000,세종시,아름동,30100,"세종특별자치시 보듬3로 150, 아름 행복타워 3,4층 (아름동)",044-905-3575,,2018-02-23,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.2430055,36.5122628,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울대학교병원,1,상급종합,110000,서울,110016,종로구,연건동,3080,"서울특별시 종로구 대학로 101, (연건동)",1588-5700,http://www.snuh.org,1981-07-09,931,15,15,85,815,0,0,0,1,0,0,0,0,0,126.9990168,37.5797151,인큐베이터,59
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,서울미즈병원,21,병원,110000,서울,110002,강동구,천호동,5335,"서울특별시 강동구 천호대로 1043, (천호동)",02-470-9114,http://gdmiz.com/,2003-12-05,25,0,0,0,25,0,0,0,0,0,0,0,0,0,127.128117,37.5376208,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울산부인과의원,31,의원,310000,경기,312600,광주시,역동,12759,"경기도 광주시 중앙로 95-3, 5층 (역동)",031-798-0300,,2003-11-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2585792,37.4080781,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,서울여성병원,21,병원,310000,경기,312300,김포시,사우동,10110,"경기도 김포시 김포대로 829, (사우동, 서울여성병원)",031-985-7582,,2002-06-18,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.721239,37.6188986,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,서울여성병원,21,병원,310000,경기,310303,부천원미구,상동,14544,"경기도 부천시 원미구 길주로 84, 1~7층,8층 일부, 서울여성병원 / 길주로 74 3층 일부 (건강검진센터)  (상동)",032-230-3000,http://bucheon.smch.co.kr,2005-09-08,27,1,0,0,26,0,0,0,0,0,0,0,0,0,126.7515916,37.5052438,인큐베이터,3
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDQjJDgz,서울여성병원,21,병원,250000,대전,250003,대전서구,둔산동,35235,"대전광역시 서구 문정로 7, (둔산동)",042-488-8275,,2008-02-18,15,0,0,0,15,0,0,0,0,0,0,0,0,0,,,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,서울으뜸소아청소년과의원,31,의원,310000,경기,311200,평택시,비전동,17852,"경기도 평택시 비전3로 25, 301호 (비전동, 골든프라자)",031-657-6296,,1996-01-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1047915,37.0024282,인큐베이터,3
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,서울특별시 동부병원,11,종합병원,110000,서울,110007,동대문구,용두동,2584,"서울특별시 동대문구 무학로 124, (용두동)",02-920-9114,http://www.dbhosp.go.kr,1979-07-01,36,7,0,0,27,2,0,0,0,0,0,0,0,0,127.031341,37.5753681,인큐베이터,1
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDYjJDgz,서울특별시보라매병원,11,종합병원,110000,서울,110008,동작구,신대방동,7061,"서울특별시 동작구 보라매로5길 20, (신대방동)",02-870-2114,http://www.brmh.org,1991-11-16,267,13,0,1,243,0,1,3,6,0,0,0,0,0,126.9239058,37.4934414,인큐베이터,24
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,서울특별시서울의료원,11,종합병원,110000,서울,110019,중랑구,신내동,2053,"서울특별시 중랑구 신내로 156, (신내동)",02-2276-7000,http://www.seoulmc.or.kr,2011-03-09,162,5,0,9,143,0,0,0,4,1,0,0,0,0,127.0978309,37.6132762,인큐베이터,12
JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz,서울특별시어린이병원,21,병원,110000,서울,110021,서초구,내곡동,6801,"서울특별시 서초구 헌릉로 260, (내곡동)",02-570-8000,http://childhosp.seoul.go.kr,1978-05-23,16,2,0,0,13,1,0,0,0,0,0,0,0,0,127.0689282,37.4557936,인큐베이터,2
JDQ4MTYyMiM4MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjNTEjJDEjJDYjJDgz,선린자모의원,31,의원,380000,경남,380705,창원성산구,대방동,51465,"경상남도 창원시 성산구 가양로124번길 7, (대방동, 선린빌딩)",055-266-6655,,2002-04-17,3,0,0,0,3,0,0,0,0,0,0,0,0,0,128.7071952,35.2085935,인큐베이터,2
JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,성가롤로병원,11,종합병원,360000,전남,360400,순천시,조례동,57931,"전라남도 순천시 순광로 221,  (조례동)",061-720-2000,http://www.stcarollo.or.kr,1998-03-07,111,8,0,4,97,0,0,0,1,0,0,0,0,1,127.5437074,34.9647334,인큐베이터,3
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,성남시의료원,11,종합병원,310000,경기,310401,성남수정구,태평동,13290,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",031-738-7000,,2019-11-07,55,0,0,0,51,1,0,0,2,0,0,0,1,0,127.1390577,37.4449846,인큐베이터,10
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,성남중앙병원,11,종합병원,310000,경기,310402,성남중원구,금광동,13161,"경기도 성남시 중원구 산성대로476번길 12, (금광동)",031-743-3000,http://www.schosp.co.kr,1981-11-19,29,2,0,0,25,1,0,0,1,0,0,0,0,0,127.1619932,37.4528497,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,성모산부인과의원,31,의원,220000,인천,220003,인천부평구,부평동,21388,"인천광역시 부평구 부평대로 47, (부평동)",032-502-1001,http://www.vbac.net/,1999-03-04,3,1,0,0,2,0,0,0,0,0,0,0,0,0,126.7222456,37.4955869,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5MiQyNjEwMDIjNDEjJDEjJDgjJDgz,성모여성의원,31,의원,230000,대구,230007,대구달서구,상인동,42785,"대구광역시 달서구 월배로 204, 성모여성병원 2층 (상인동)",053-640-1000,,2022-06-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5362072,35.8179972,인큐베이터,2
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjODEjJDEjJDYjJDgz,성심의료재단강동성심병원,11,종합병원,110000,서울,110002,강동구,길동,5355,"서울특별시 강동구 성안로 150, (길동)",02-2224-2114,www.kdh.or.kr,1986-10-17,167,4,2,15,144,0,0,0,2,0,0,0,0,0,127.135378,37.5359971,인큐베이터,4
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNzEjJDEjJDgjJDgz,성애의료재단 성애병원,11,종합병원,110000,서울,110013,영등포구,신길동,7354,"서울특별시 영등포구 여의대방로53길 22, (신길동, 성애병원)",02-840-7114,http://www.sungae.co.kr,1982-09-30,58,2,1,0,54,0,0,0,1,0,0,0,0,0,126.9225003,37.5120274,인큐베이터,14
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,세가온산부인과의원,31,의원,320000,강원,320100,강릉시,교동,25490,"강원특별자치도 강릉시 율곡로 2982-6, (교동)",033-643-7114,,2012-09-07,5,0,0,0,5,0,0,0,0,0,0,0,0,0,128.8923474,37.7682777,인큐베이터,1
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,세브란스산부인과의원,31,의원,250000,대전,250003,대전서구,탄방동,35263,"대전광역시 서구 문정로 88, 2~8층 (탄방동)",042-485-3091,http://www.severans.com/,1995-04-03,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.3889673,36.3464524,인큐베이터,3
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz,세인트마리여성병원,21,병원,310000,경기,310601,수원권선구,금곡동,16391,"경기도 수원시 권선구 금곡로197번길 70, 1~5, 9층 (금곡동)",031-289-3000,,2016-07-06,15,1,0,0,14,0,0,0,0,0,0,0,0,0,126.9539341,37.2754458,인큐베이터,3
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,세종제일산부인과의원,31,의원,410000,세종시,410000,세종시,대평동,30153,"세종특별자치시 한누리대로 2265, 세종메디컬센터 5층, 6층층 (대평동)",044-866-3582,,2018-05-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2771921,36.4720981,인큐베이터,1
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,세종충남대학교병원,11,종합병원,410000,세종시,410000,세종시,,30099,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",1800-3114,,2020-06-23,129,0,0,3,124,0,0,0,2,0,0,0,0,0,127.2579427,36.5195133,인큐베이터,21
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,세종프라우메디산부인과의원,31,의원,410000,세종시,410000,세종시,나성동,30130,"세종특별자치시 한누리대로 165, (나성동, 세종메디피아6,7층)",044-716-1000,,2014-02-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.2620398,36.4799392,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjNzEjJDEjJDgjJDgz,세창의료재단우성여성병원,21,병원,310000,경기,311101,안산단원구,고잔동,15359,"경기도 안산시 단원구 고잔로 58-10, (고잔동)",031-412-3000,www.wshospital.co.kr/,1999-06-19,12,1,0,0,11,0,0,0,0,0,0,0,0,0,126.8320125,37.3184583,인큐베이터,5
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjNjEjJDEjJDAjJDgz,수성아동병원,21,병원,230000,대구,230005,대구수성구,수성동2가,42132,"대구광역시 수성구 명덕로 424, 진명빌딩 (수성동2가)",053-721-7114,,2013-05-16,6,0,0,0,6,0,0,0,0,0,0,0,0,0,128.6163607,35.8540407,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjEyMjIjNzEjJDEjJDgjJDgz,수여성병원,21,병원,310000,경기,310601,수원권선구,고색동,16625,"경기도 수원시 권선구 서부로 1592, (고색동)",031-8012-7000,http://www.soowomenshospital.com/,2009-01-19,6,0,0,0,5,0,0,0,1,0,0,0,0,0,126.9762125,37.251247,인큐베이터,4
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,수원제일산부인과의원,31,의원,310000,경기,310603,수원팔달구,화서동,16435,"경기도 수원시 팔달구 덕영대로 691-12, 1~6층 (화서동)",031-253-3011,,2000-06-24,5,1,0,0,4,0,0,0,0,0,0,0,0,0,126.9907208,37.2851046,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,수지미래산부인과의원,31,의원,310000,경기,312002,용인수지구,풍덕천동,16846,"경기도 용인시 수지구 포은대로313번길 4, 수지미래빌딩 지하2층~지하1층, 1층~4층 (풍덕천동)",031-896-3333,http://www.sujimirae.co.kr,2002-03-12,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.0864264,37.3150258,인큐베이터,2
JDQ4MTAxMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDQjJDgz,순병원,21,병원,210000,부산,210011,부산금정구,부곡동,46277,"부산광역시 금정구 중앙대로 1701, (부곡동)",051-515-0005,http://www.soon-soon.com,2011-06-20,19,0,0,0,19,0,0,0,0,0,0,0,0,0,129.0916903,35.2364803,인큐베이터,1
JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz,순천향대학교 부속 구미병원,11,종합병원,370000,경북,370200,구미시,공단동,39371,"경상북도 구미시 1공단로 179,  (공단동)",054-468-9114,http://www.schmc.ac.kr/gumi/kor/index.do,1979-09-18,81,2,0,4,71,2,0,0,2,0,0,0,0,0,128.3827377,36.1029182,인큐베이터,2
JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjNTEjJDEjJDIjJDgz,순천향대학교 부속 서울병원,11,종합병원,110000,서울,110014,용산구,한남동,4401,"서울특별시 용산구 대사관로 59, (한남동)",02-709-9114,http://www.schmc.ac.kr/seoul/kor/index.do,1978-02-23,225,1,0,6,212,1,0,0,5,0,0,0,0,0,127.0042579,37.533804,인큐베이터,21
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,순천향대학교부속 천안병원,11,종합병원,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 순천향6길 31,  5동 (봉명동,순천향대학교병원)",041-570-2114,http://www.schmc.ac.kr/cheonan/kor/index.do,1982-06-25,238,2,1,10,221,1,0,0,3,0,0,0,0,0,127.1358588,36.8027381,인큐베이터,34
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,순천향대학교부속부천병원,1,상급종합,310000,경기,310303,부천원미구,중동,14584,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5114,www.schmc.ac.kr/bucheon/kor/index.do,2001-01-29,241,6,0,1,227,1,0,0,6,0,0,0,0,0,126.7629626,37.4986998,인큐베이터,33
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDQjJDgz,쉬즈메디병원,21,병원,310000,경기,310603,수원팔달구,인계동,16481,"경기도 수원시 팔달구 장다리로 288, (인계동)",031-231-7300,http://www.shesmedi.co.kr,2012-03-27,20,2,0,0,18,0,0,0,0,0,0,0,0,0,127.0290997,37.2743973,인큐베이터,3
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,쉬즈산부인과의원,31,의원,370000,경북,370200,구미시,광평동,39346,"경상북도 구미시 구미대로 220, (광평동)",054-461-7979,http://www.shesob.com/,2004-01-25,2,0,0,0,2,0,0,0,0,0,0,0,0,0,128.3635625,36.1063987,인큐베이터,2
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz,시온여성병원,21,병원,310000,경기,310604,수원영통구,영통동,16705,"경기도 수원시 영통구 반달로 107, (영통동)",031-201-0700,http://www.ladysamsung.co.kr,2002-09-12,27,0,0,0,27,0,0,0,0,0,0,0,0,0,127.0766569,37.2527041,인큐베이터,5
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz,신세계병원,21,병원,230000,대구,230003,대구북구,산격동,41535,"대구광역시 북구 동북로 196, (산격동)",053-954-7771,,1994-12-30,13,0,0,0,13,0,0,0,0,0,0,0,0,0,128.6134367,35.8975347,인큐베이터,5
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNzEjJDEjJDgjJDgz,신여성병원,21,병원,310000,경기,310800,의정부시,의정부동,11650,"경기도 의정부시 시민로 50, (의정부동)",031-879-3800,,2016-02-04,9,0,0,0,7,0,0,0,0,0,0,0,0,2,127.0405638,37.7379619,인큐베이터,3
JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,신촌연세퀸산부인과의원,31,의원,110000,서울,110009,마포구,신수동,4094,"서울특별시 마포구 서강로 106, 5,6,7층 (신수동)",02-718-0055,,2004-07-29,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.933549,37.5523496,인큐베이터,1
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,아가엄마여성의원,31,의원,110000,서울,110024,강북구,수유동,1071,"서울특별시 강북구 한천로 1041, 아가엄마산부인과 (수유동)",02-999-8275,http://www.agaumma.co.kr,2002-05-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.0262727,37.6401279,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNzEjJDEjJDgjJDgz,아름다운산부인과의원,31,의원,320000,강원,320500,춘천시,온의동,24435,"강원특별자치도 춘천시 터미널길 21, 1~4층 (온의동)",033-244-7800,,2001-05-25,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.7191266,37.8643822,인큐베이터,1
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjNTEjJDEjJDIjJDgz,아세아연합의원,31,의원,230000,대구,230004,대구서구,내당동,41851,"대구광역시 서구 서대구로 49, 지하1층,2층~3층 (내당동)",053-562-0100,,1998-04-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,128.5560074,35.8624033,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,아이맘산부인과의원,31,의원,320000,강원,320200,동해시,천곡동,25769,"강원특별자치도 동해시 한섬로 113-7, (천곡동)",033-532-8081,,2014-12-22,2,0,0,0,2,0,0,0,0,0,0,0,0,0,129.1159264,37.5223215,인큐베이터,1
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,아이미즈산부인과의원,31,의원,220000,인천,220006,인천남동구,만수동,21543,"인천광역시 남동구 백범로 179, 1~4층 (만수동)",032-463-7600,,2005-11-28,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.7283572,37.4579634,인큐베이터,1
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,아이사랑산부인과의원,31,의원,210000,부산,210004,부산진구,개금동,47323,"부산광역시 부산진구 가야대로 470, 아이사랑산부인과 1층일부,2~8층 (개금동)",051-890-7000,http://www.isarangclinic.co.kr,2002-09-26,5,0,0,0,5,0,0,0,0,0,0,0,0,0,129.0234245,35.1528934,인큐베이터,1
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,아이산산부인과의원,31,의원,310000,경기,311902,고양일산서구,덕이동,10237,"경기도 고양시 일산서구 덕이로 10, (덕이동, 지하1층 일부,1층, 2층일부, 3층)",031-916-9400,http://www.isanclinic.com,2001-06-02,5,0,0,0,5,0,0,0,0,0,0,0,0,0,126.7582659,37.6894223,인큐베이터,2
JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,아이앤맘소아청소년과의원,31,의원,320000,강원,320100,강릉시,옥천동,25551,"강원특별자치도 강릉시 옥가로 21, 3,7층 (옥천동)",033-645-7512,,2014-08-22,5,0,0,0,5,0,0,0,0,0,0,0,0,0,128.8990071,37.7583465,인큐베이터,1
JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDQjJDgz,아이앤젤여성의원,31,의원,210000,부산,210100,부산기장군,정관읍,46023,"부산광역시 기장군 정관읍 정관로 601, 3,4층 (대신빌딩)",051-722-3579,,2014-03-05,5,0,0,0,5,0,0,0,0,0,0,0,0,0,129.1796481,35.3204509,인큐베이터,2
JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNTEjJDEjJDIjJDgz,아이엘산부인과소아청소년과의원,31,의원,110000,서울,110013,영등포구,당산동6가,7223,"서울특별시 영등포구 양평로 32, 지하1,2,3층 (당산동6가)",02-2068-5111,http://www.i-el.co.kr,2009-12-29,2,0,0,0,2,0,0,0,0,0,0,0,0,0,126.902925,37.5336729,인큐베이터,1
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,아이웰어린이병원,21,병원,330000,충북,330103,청주청원구,주성동,28318,"충청북도 청주시 청원구 주성로 273-0,  (주성동)",043-288-3535,,2014-08-29,10,0,0,0,10,0,0,0,0,0,0,0,0,0,127.4967561,36.6706315,인큐베이터,1
